Position,PosSum,Age,TimePlayed,TeamStatus,CategoryN4,CategoryN3,CategoryN2,WinLose,PA%,Shots_PM,ShotsOT_PM,KeyPasses_PM,AerialsWon_PM,Touches_PM,TotalTackles_PM,Interceptions_PM,Clearances_PM,BlockedShots_PM,Fouls_PM,Dribbles_PM,Fouled_PM,Offsides_PM,Disp_PM,UnsTouchesRating_PM,Passes_PM,Crosses_PM,AccCrosses_PM,LB_PM,AccLB_PM,ThB_PM,AccThB_PM
MC,MD,24,87,1,2,2,1,0,90,0,0,0.011,0.022,0.444,0.033,0.011,0.022,0,0.011,0,0,0,0.011,0,0.333,0.011,0.011,0.011,0.011,0,0
FWR,FW,31,90,1,2,2,1,0,72.2,0.056,0.022,0,0.078,0.7,0.011,0,0.067,0,0.011,0,0.033,0.011,0.022,0.011,0.4,0.067,0,0.022,0.022,0,0
FW,FW,37,90,1,2,2,1,0,90,0.011,0.011,0.033,0.011,0.2,0.011,0,0,0,0,0.011,0.011,0,0.011,0.022,0.111,0,0,0.011,0,0,0
FWL,FW,25,90,1,2,2,1,0,66.7,0.022,0.011,0.011,0.011,0.367,0,0.011,0.011,0,0.022,0.011,0.033,0,0.011,0.022,0.167,0.022,0,0,0,0,0
Sub,SUB,38,8,1,2,2,1,0,100,0,0,0,0,0.022,0,0,0.011,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0
Sub,SUB,25,3,1,2,2,1,0,0,0,0,0,0,0.022,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,24,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,31,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,25,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,28,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,24,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,34,90,2,2,2,1,0,76.5,0,0,0,0,0.233,0,0,0.011,0,0,0,0,0,0,0,0.189,0,0,0.111,0.067,0,0
DR,DF,32,90,2,2,2,1,1,93.3,0,0,0,0,0.9,0.011,0.044,0.033,0,0.011,0,0.011,0,0,0.011,0.667,0.067,0.011,0.044,0.033,0,0
DC,DF,36,90,2,2,2,1,1,81.1,0.022,0.011,0,0.044,0.533,0,0.033,0.022,0.011,0.011,0,0,0,0,0,0.411,0,0,0.044,0.022,0,0
DC,DF,34,90,2,2,2,1,1,90.6,0.011,0.011,0,0.011,0.622,0.022,0.033,0.167,0.011,0,0.011,0,0,0,0,0.356,0,0,0,0,0,0
DL,DF,20,67,2,2,2,1,1,89.2,0,0,0,0.022,0.711,0.011,0,0.111,0.011,0.011,0,0,0,0.011,0,0.411,0.033,0,0.044,0.022,0,0
MR,MD,32,90,2,2,2,1,1,92.2,0.022,0.011,0.033,0,0.822,0.011,0,0,0,0.022,0.011,0.011,0.011,0.033,0.033,0.567,0.111,0.022,0.033,0.011,0,0
MC,MD,30,90,2,2,2,1,1,91.2,0.011,0,0.022,0,1.178,0.022,0.033,0,0,0,0.011,0.011,0,0,0.022,1.011,0.011,0,0.211,0.144,0,0
MC,MD,29,90,2,2,2,1,1,92.7,0.033,0.011,0.022,0,1.011,0.033,0.033,0.022,0,0,0,0,0,0.022,0,0.756,0.067,0,0.033,0.011,0,0
ML,MD,28,77,2,2,2,1,1,83.7,0.044,0.011,0.011,0,0.7,0.022,0.033,0,0,0,0,0.011,0,0.022,0.011,0.478,0.067,0.011,0.022,0.022,0,0
AMC,MD,27,90,2,2,2,1,1,83.8,0,0,0.011,0,0.544,0.011,0.011,0.022,0.011,0.011,0,0.011,0,0.011,0,0.411,0.044,0,0.033,0.022,0,0
FW,FW,34,90,2,2,2,1,1,81.5,0.033,0.022,0.033,0.022,0.444,0,0,0,0,0.022,0.033,0.011,0,0.022,0.011,0.3,0,0,0,0,0,0
Sub,SUB,30,13,2,2,2,1,1,87.5,0.011,0,0,0,0.133,0,0,0,0,0,0,0,0,0,0,0.089,0.022,0,0.011,0.011,0,0
Sub,SUB,23,23,2,2,2,1,1,85.7,0,0,0,0,0.133,0,0,0,0,0,0,0.033,0,0,0,0.078,0,0,0.011,0.011,0,0
Sub,SUB,35,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,33,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,26,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,24,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,23,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,25,90,1,2,2,1,1,59.3,0,0,0,0.011,0.411,0,0,0.011,0,0,0,0.011,0,0,0,0.3,0,0,0.244,0.122,0,0
DR,DF,32,90,1,2,2,1,1,81.8,0,0,0.022,0,0.8,0.022,0.033,0.033,0.011,0,0.022,0.011,0,0,0.011,0.489,0.011,0,0.044,0.011,0,0
DC,DF,31,90,1,2,2,1,1,80.4,0.011,0,0,0.033,0.811,0,0.022,0.089,0.033,0.011,0.022,0,0,0,0,0.622,0,0,0.233,0.144,0,0
DC,DF,30,90,1,2,2,1,1,78.9,0,0,0,0.011,0.733,0,0.033,0.089,0.011,0.022,0.011,0,0,0,0,0.578,0,0,0.122,0.044,0,0
DL,DF,29,90,1,2,2,1,1,89.1,0.033,0,0.056,0.011,0.9,0.022,0,0.022,0,0.022,0.022,0.033,0,0,0.011,0.511,0.056,0.033,0.044,0.033,0,0
MC,MD,24,45,1,2,2,1,1,77.8,0,0,0,0,0.2,0,0.011,0.033,0,0,0,0,0,0,0.011,0.1,0,0,0.011,0,0,0
MC,MD,25,90,1,2,2,1,1,79.2,0.011,0,0.011,0.022,0.711,0.022,0.022,0.011,0,0.011,0.011,0.011,0.011,0.011,0.022,0.533,0.011,0.011,0.056,0.033,0,0
MC,MD,37,45,1,2,2,1,1,64.5,0,0,0,0.011,0.456,0.033,0,0,0,0,0.011,0.011,0,0.022,0,0.344,0.022,0,0.022,0.022,0,0
FWR,FW,25,84,1,2,2,1,1,44.4,0.056,0.011,0.033,0,0.444,0,0.011,0,0,0,0.056,0.022,0,0,0.022,0.2,0.033,0.022,0.022,0,0.011,0
FW,FW,37,90,1,2,2,1,1,91.7,0.033,0.022,0.011,0,0.267,0,0,0,0,0,0,0.011,0,0,0.022,0.133,0.011,0,0,0,0,0
FWL,FW,31,90,1,2,2,1,1,87.9,0.089,0.033,0.022,0.022,0.644,0,0,0.011,0,0,0.022,0.022,0,0.011,0.011,0.367,0.067,0.022,0.011,0.011,0,0
Sub,SUB,29,45,1,2,2,1,1,78.3,0.011,0,0,0,0.367,0.022,0.033,0.033,0,0,0,0,0,0,0,0.256,0,0,0.033,0,0,0
Sub,SUB,25,6,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,34,45,1,2,2,1,1,81.3,0,0,0.011,0.011,0.311,0.022,0,0.011,0.022,0.022,0,0,0,0,0.022,0.178,0.033,0.011,0.033,0.022,0,0
Sub,SUB,24,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,38,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,31,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,28,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,30,90,2,1,1,1,1,42.9,0,0,0,0,0.311,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0.189,0.056,0,0
DR,DF,33,90,2,1,1,1,0,69.6,0.011,0,0,0.011,0.489,0.022,0,0.033,0,0,0,0,0,0,0.011,0.256,0.011,0,0.056,0.011,0,0
DC,DF,35,90,2,1,1,1,0,66.7,0.011,0.011,0,0.022,0.4,0.011,0.044,0.056,0.022,0.022,0,0,0,0,0,0.233,0,0,0.056,0.011,0,0
DC,DF,36,90,2,1,1,1,0,47.6,0.033,0.011,0,0.044,0.389,0.011,0.011,0.044,0.022,0.011,0,0,0,0,0.011,0.233,0,0,0.056,0.011,0,0
DL,DF,33,90,2,1,1,1,0,76,0,0,0.022,0.022,0.967,0.022,0.033,0.078,0,0.022,0,0,0,0,0,0.556,0.056,0.022,0.089,0.011,0,0
MR,MD,28,72,2,1,1,1,0,83.8,0.022,0,0.033,0.011,0.633,0.033,0.022,0,0,0.011,0,0.044,0.011,0,0.033,0.411,0.033,0,0.067,0.033,0,0
MC,MD,25,90,2,1,1,1,0,85,0,0,0.022,0.011,0.6,0.022,0.011,0.011,0.011,0.011,0,0,0,0.022,0.011,0.444,0.011,0,0.022,0.011,0,0
MC,MD,31,90,2,1,1,1,0,83.7,0.011,0.011,0,0,0.6,0.033,0,0,0.011,0,0.011,0.011,0,0,0.011,0.478,0.011,0,0.078,0.056,0,0
ML,MD,30,72,2,1,1,1,0,64.5,0.022,0.011,0.022,0.011,0.667,0,0.056,0.022,0,0.011,0.033,0,0,0,0.011,0.344,0.078,0.022,0.044,0.022,0,0
FW,FW,31,67,2,1,1,1,0,67.7,0.033,0,0.011,0.022,0.533,0,0,0,0,0.033,0.022,0,0,0,0.067,0.344,0,0,0.011,0.011,0,0
FW,FW,33,90,2,1,1,1,0,75,0.022,0,0,0.022,0.333,0,0,0,0,0.011,0,0.011,0.022,0.011,0,0.267,0,0,0.011,0,0,0
Sub,SUB,33,23,2,1,1,1,0,66.7,0.011,0.011,0,0,0.111,0,0,0.011,0,0,0,0.011,0,0,0.011,0.033,0,0,0,0,0,0
Sub,SUB,27,18,2,1,1,1,0,75,0.011,0,0,0,0.122,0,0,0,0,0,0,0,0,0,0.011,0.089,0.011,0,0.011,0,0,0
Sub,SUB,23,18,2,1,1,1,0,80,0,0,0.011,0,0.111,0,0,0,0,0,0.011,0,0,0,0,0.056,0.033,0.011,0,0,0,0
Sub,SUB,27,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,27,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,30,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,32,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,31,90,1,2,2,1,0,34.6,0,0,0,0,0.478,0,0,0,0,0,0,0,0,0,0,0.289,0,0,0.233,0.044,0,0
DR,DF,25,90,1,2,2,1,2,50,0,0,0,0.011,0.522,0.022,0.022,0.033,0.011,0,0,0,0,0,0,0.267,0.011,0,0.133,0,0,0
DC,DF,38,90,1,2,2,1,2,81.8,0,0,0,0.022,0.389,0.022,0.011,0.067,0,0,0,0,0,0,0,0.244,0,0,0.044,0.022,0,0
DC,DF,31,90,1,2,2,1,2,59.4,0,0,0,0.022,0.533,0.011,0,0.111,0.011,0.011,0,0,0.011,0,0.011,0.356,0,0,0.133,0.022,0,0
DL,DF,29,90,1,2,2,1,2,77.1,0,0,0.022,0,0.544,0.022,0.044,0.011,0,0.011,0.011,0.011,0,0,0.022,0.389,0,0,0.056,0.011,0,0
MR,MD,28,90,1,2,2,1,2,64.3,0.022,0,0,0.022,0.533,0.011,0.022,0.033,0,0.011,0.011,0.033,0,0.022,0,0.311,0.011,0,0.056,0,0,0
MC,MD,25,90,1,2,2,1,2,81.3,0,0,0,0,0.544,0.067,0.067,0,0,0.033,0,0.011,0,0.011,0.022,0.356,0,0,0.044,0.011,0.011,0
MC,MD,28,64,1,2,2,1,2,68.2,0.022,0.022,0.011,0.011,0.378,0.033,0.022,0.011,0,0.022,0.022,0,0.011,0.011,0.011,0.244,0,0,0.044,0,0,0
ML,MD,34,90,1,2,2,1,2,84.6,0.011,0,0,0.011,0.456,0.033,0,0.033,0,0.011,0,0,0,0,0,0.289,0.033,0,0.056,0.033,0.011,0.011
AMC,MD,24,78,1,2,2,1,2,66.7,0,0,0.011,0,0.411,0,0,0,0,0,0.022,0.011,0,0.022,0.078,0.233,0.011,0,0.011,0,0.011,0.011
FW,FW,37,90,1,2,2,1,2,81.3,0.056,0.033,0.011,0,0.322,0.011,0,0,0,0.011,0,0.011,0.011,0.011,0.011,0.178,0,0,0,0,0,0
Sub,SUB,25,26,1,2,2,1,2,100,0,0,0,0,0.1,0,0.011,0,0,0,0,0,0,0.011,0,0.056,0,0,0,0,0,0
Sub,SUB,28,12,1,2,2,1,2,100,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0.033,0.011,0,0,0,0,0,0
Sub,SUB,28,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,25,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,21,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,20,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,23,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,31,90,2,0,0,0,2,66.7,0,0,0,0.011,0.456,0,0,0,0,0,0,0,0,0,0,0.367,0,0,0.178,0.067,0,0
DR,DF,28,90,2,0,0,0,2,88.9,0,0,0.022,0,0.944,0.022,0,0.011,0,0,0.022,0,0,0,0.011,0.7,0.033,0.022,0.033,0.011,0,0
DC,DF,30,90,2,0,0,0,2,91.8,0.022,0,0.011,0.022,0.878,0,0.033,0.089,0.022,0,0,0.011,0,0,0,0.678,0,0,0.089,0.056,0,0
DC,DF,34,90,2,0,0,0,2,90.9,0.011,0.011,0,0.022,1,0.011,0,0.089,0.022,0.011,0,0,0,0,0,0.856,0,0,0.044,0,0,0
DL,DF,34,45,2,0,0,0,2,71.4,0,0,0.033,0.022,0.656,0,0,0.033,0,0.022,0.011,0,0,0.011,0,0.389,0.067,0.022,0.089,0.056,0,0
MC,MD,26,90,2,0,0,0,2,91.1,0.011,0.011,0,0,1.167,0.033,0.022,0,0,0.022,0,0.011,0,0.022,0.011,1,0,0,0.122,0.089,0,0
MC,MD,29,72,2,0,0,0,2,85.5,0.011,0.011,0.011,0.011,0.744,0,0.011,0.011,0,0,0,0.022,0,0.044,0,0.611,0,0,0.022,0.011,0,0
MC,MD,31,90,2,0,0,0,2,88.6,0.022,0.011,0.033,0,1.178,0.011,0.011,0.022,0,0.011,0,0.022,0,0.022,0.011,0.978,0.033,0,0.056,0.033,0,0
FWR,FW,27,90,2,0,0,0,2,85.4,0.033,0.011,0.044,0.022,0.756,0,0,0,0,0.033,0.056,0.011,0,0.011,0.022,0.533,0.044,0.011,0.022,0.011,0,0
FW,FW,30,79,2,0,0,0,2,77.3,0.067,0.067,0,0,0.633,0,0,0,0,0,0.022,0,0.022,0.011,0.033,0.489,0,0,0.033,0.022,0,0
FWL,FW,28,90,2,0,0,0,2,89.8,0.056,0.044,0.022,0.011,0.878,0.011,0,0,0,0,0.033,0.011,0,0.022,0.033,0.656,0,0,0.022,0.022,0.011,0
Sub,SUB,24,18,2,0,0,0,2,71.4,0,0,0,0.011,0.122,0,0,0,0,0,0,0.022,0.011,0.011,0,0.078,0.011,0,0,0,0,0
Sub,SUB,33,11,2,0,0,0,2,88.9,0,0,0,0.011,0.156,0.011,0.011,0.011,0,0.011,0,0,0,0,0,0.1,0,0,0,0,0,0
Sub,SUB,27,45,2,0,0,0,2,96.6,0,0,0.033,0.011,0.5,0,0.011,0.044,0,0,0,0,0,0,0,0.322,0.056,0.022,0,0,0,0
Sub,SUB,26,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,21,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,22,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,26,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,25,90,1,2,2,1,2,40,0,0,0,0,0.378,0,0.011,0.011,0,0,0,0,0,0,0,0.278,0,0,0.222,0.056,0,0
DR,DF,32,90,1,2,2,1,1,74.1,0.022,0.011,0.011,0.089,0.667,0.022,0.022,0.033,0,0,0.011,0.011,0,0.033,0.011,0.3,0.044,0,0.033,0.011,0,0
DC,DF,38,90,1,2,2,1,1,62.1,0,0,0,0,0.378,0.022,0.011,0.011,0.011,0.011,0,0,0,0,0,0.322,0,0,0.078,0.022,0,0
DC,DF,30,90,1,2,2,1,1,77.3,0.022,0.011,0,0,0.389,0.011,0.011,0.022,0.011,0,0.011,0,0,0.011,0,0.244,0,0,0.056,0.022,0,0
DL,DF,29,90,1,2,2,1,1,73.3,0,0,0.011,0,0.589,0.056,0.022,0.033,0,0.022,0.011,0,0,0,0.011,0.333,0.011,0.011,0.022,0.011,0,0
MR,MD,24,81,1,2,2,1,1,65,0.011,0,0.033,0,0.5,0.022,0.011,0.022,0,0.011,0.044,0.011,0.011,0.022,0.056,0.222,0.033,0.022,0.011,0,0.011,0
MC,MD,25,90,1,2,2,1,1,78.3,0,0,0,0,0.422,0.011,0.011,0,0,0.011,0,0.011,0.011,0.033,0.022,0.256,0.033,0,0.011,0.011,0,0
MC,MD,32,68,1,2,2,1,1,80,0.011,0,0,0,0.489,0.067,0.033,0.011,0,0,0,0,0,0,0,0.333,0.011,0,0.078,0.033,0,0
MC,MD,34,90,1,2,2,1,1,76.3,0.011,0.011,0.011,0.011,0.6,0.033,0.033,0,0,0.044,0.011,0.011,0,0.011,0,0.422,0.022,0.011,0.089,0.044,0,0
ML,MD,28,90,1,2,2,1,1,61.9,0.022,0,0.011,0,0.367,0.022,0.022,0.022,0,0.022,0.011,0,0,0.022,0.011,0.233,0,0,0.011,0,0.011,0
FW,FW,37,90,1,2,2,1,1,72.7,0.022,0,0,0,0.167,0,0,0,0,0,0,0,0.022,0.011,0.011,0.122,0,0,0.011,0,0,0
Sub,SUB,28,9,1,2,2,1,1,100,0,0,0.011,0,0.044,0,0,0,0,0,0,0,0,0,0,0.022,0.022,0.011,0,0,0,0
Sub,SUB,28,22,1,2,2,1,1,66.7,0,0,0,0,0.133,0.011,0.011,0,0,0,0.011,0,0,0,0,0.1,0,0,0,0,0,0
Sub,SUB,31,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,31,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,25,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,25,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,25,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,38,90,2,0,0,0,1,85.3,0,0,0,0,0.489,0,0,0,0,0,0,0,0,0,0,0.378,0,0,0.111,0.067,0,0
DR,DF,36,90,2,0,0,0,0,91.5,0,0,0.011,0.033,0.8,0.022,0.011,0.033,0,0,0,0.011,0,0,0,0.656,0.011,0,0.044,0.022,0,0
DC,DF,34,90,2,0,0,0,0,87.4,0,0,0.011,0.022,1.267,0.044,0.033,0.044,0.022,0,0.033,0.033,0,0,0,1.056,0,0,0.078,0.022,0,0
DC,DF,25,90,2,0,0,0,0,96,0,0,0,0.011,0.9,0,0.022,0.033,0,0,0,0,0,0,0,0.833,0,0,0.067,0.033,0,0
DL,DF,34,90,2,0,0,0,0,83.8,0,0,0,0.033,1.033,0.011,0.033,0.044,0,0.011,0.011,0,0,0.022,0,0.756,0.011,0,0.067,0.022,0,0
MC,MD,34,90,2,0,0,0,0,93,0.022,0.011,0,0.033,1.122,0.022,0.044,0.033,0,0.011,0,0.011,0,0.011,0.011,0.956,0,0,0.056,0.044,0,0
MC,MD,34,90,2,0,0,0,0,93.3,0.022,0.011,0.033,0,1.211,0.022,0.022,0.033,0,0,0,0.011,0,0.011,0.022,1,0.044,0.011,0.033,0.033,0.011,0.011
MC,MD,36,77,2,0,0,0,0,87.1,0.011,0,0,0,0.933,0.011,0,0.011,0.011,0.011,0.011,0.011,0,0.011,0,0.778,0,0,0.011,0,0.022,0
FWR,FW,25,81,2,0,0,0,0,80,0,0,0.022,0,0.611,0,0.022,0,0,0,0.011,0.011,0.022,0.033,0.011,0.444,0.044,0.011,0,0,0,0
FW,FW,31,90,2,0,0,0,0,88.2,0.056,0.033,0,0,0.567,0.011,0,0,0,0,0.011,0.011,0.011,0.044,0.011,0.378,0.011,0,0.011,0.011,0,0
FWL,FW,24,88,2,0,0,0,0,87.8,0.022,0.011,0.033,0.011,0.711,0.022,0.022,0,0,0.011,0.022,0.011,0,0.033,0.033,0.456,0.011,0,0.011,0,0,0
Sub,SUB,28,13,2,0,0,0,0,94.4,0.011,0,0.022,0,0.256,0,0,0,0,0,0,0,0,0,0,0.2,0.022,0,0,0,0,0
Sub,SUB,33,9,2,0,0,0,0,75,0.011,0.011,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0
Sub,SUB,30,2,2,0,0,0,0,100,0,0,0,0,0.056,0,0,0,0,0,0,0.011,0,0,0,0.044,0,0,0,0,0,0
Sub,SUB,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,36,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,25,90,1,2,2,1,0,37.2,0,0,0,0,0.633,0,0,0.011,0,0,0,0.022,0,0,0,0.478,0,0,0.444,0.144,0,0
DR,DF,32,90,1,2,2,1,0,63.2,0,0,0.011,0.044,0.378,0.011,0.011,0.022,0.011,0.022,0,0,0,0,0,0.211,0.011,0.011,0.022,0,0,0
DC,DF,24,90,1,2,2,1,0,90,0,0,0,0,0.289,0.011,0.056,0.067,0,0,0,0.022,0,0,0,0.111,0,0,0.011,0,0,0
DC,DF,30,90,1,2,2,1,0,62.5,0,0,0,0.011,0.344,0.011,0.011,0.044,0,0.011,0.011,0,0,0,0,0.267,0,0,0.067,0.033,0,0
DL,DF,29,38,1,2,2,1,0,80,0.011,0.011,0,0,0.289,0.011,0.033,0.011,0.011,0.011,0,0.011,0,0,0,0.167,0.011,0.011,0.022,0.011,0,0
DMC,DF,31,65,1,2,2,1,0,85.7,0.011,0.011,0,0,0.289,0.011,0.033,0,0.011,0.011,0.022,0.011,0,0.022,0,0.156,0,0,0.044,0.044,0,0
MC,MD,25,90,1,2,2,1,0,75,0,0,0.022,0.011,0.622,0.067,0.033,0,0,0.022,0.011,0.056,0,0.011,0.011,0.356,0.056,0,0.033,0.011,0,0
MC,MD,34,90,1,2,2,1,0,84.6,0,0,0,0,0.3,0.022,0.022,0.033,0,0.022,0,0,0,0.011,0,0.144,0.044,0.011,0,0,0,0
MC,MD,28,90,1,2,2,1,0,76.9,0,0,0.022,0,0.4,0,0.011,0.033,0,0.022,0.011,0.022,0,0,0,0.289,0,0,0.067,0.022,0,0
FW,FW,31,90,1,2,2,1,0,35.7,0.011,0.011,0.011,0.067,0.333,0,0,0.022,0.011,0.011,0.011,0.033,0.011,0.011,0.056,0.156,0.011,0,0,0,0,0
FW,FW,37,90,1,2,2,1,0,87.5,0.056,0.011,0,0,0.233,0.011,0,0,0,0.011,0.022,0.011,0.011,0.011,0.022,0.089,0,0,0.011,0.011,0,0
Sub,SUB,28,25,1,2,2,1,0,100,0,0,0,0,0.178,0,0.022,0,0,0,0.011,0.022,0,0.011,0,0.067,0.011,0,0,0,0,0
Sub,SUB,25,52,1,2,2,1,0,69.2,0.011,0,0,0,0.444,0.022,0.022,0.022,0,0.011,0.022,0.011,0,0.022,0.011,0.144,0.022,0,0.022,0.011,0,0
Sub,SUB,32,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,31,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,31,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,37,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,28,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,32,90,2,0,0,0,0,75,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0.178,0,0,0.144,0.1,0,0
DR,DF,30,90,2,0,0,0,1,82.5,0,0,0,0.044,0.811,0.022,0.044,0.122,0,0.033,0.011,0.022,0,0.011,0,0.444,0.011,0,0.044,0.011,0,0
DC,DF,29,90,2,0,0,0,1,92.1,0,0,0,0.022,0.567,0.011,0.033,0.089,0,0.011,0,0.011,0,0,0,0.422,0,0,0.033,0.022,0,0
DC,DF,25,90,2,0,0,0,1,93.1,0.011,0,0,0.033,0.411,0.011,0.011,0.044,0.011,0.011,0,0,0,0,0,0.322,0,0,0.033,0.022,0,0
DL,DF,24,60,2,0,0,0,1,86.1,0.022,0.011,0.044,0.033,0.644,0,0,0.056,0,0.022,0.011,0,0,0.011,0,0.4,0.044,0.022,0.022,0.011,0,0
MC,MD,32,90,2,0,0,0,1,90.9,0.011,0,0.033,0,0.867,0.033,0.011,0.022,0,0.022,0.011,0.011,0,0,0,0.733,0.011,0,0.033,0.022,0,0
MC,MD,26,90,2,0,0,0,1,89.7,0.033,0.011,0.011,0.033,1.133,0.022,0,0.011,0,0.011,0.022,0.022,0,0.022,0.011,0.967,0.011,0,0.089,0.056,0.011,0
MC,MD,30,90,2,0,0,0,1,91.6,0.022,0,0.022,0,1.067,0,0.011,0.011,0,0.011,0.011,0.044,0,0,0,0.922,0,0,0.078,0.044,0.011,0
FWR,FW,31,77,2,0,0,0,1,77.1,0.011,0.011,0,0,0.844,0,0,0,0,0.011,0.033,0,0,0.056,0,0.678,0.022,0,0.067,0.044,0.011,0
